data,IBOV,VALE3,PETR4,DOLAR
2020-07-08,99770.0,10.760000228881836,8.760000228881836,5.342599868774414
2020-07-09,99160.0,10.630000114440918,8.529999732971191,5.337800025939941
2020-07-13,98697.0,10.779999732971193,8.520000457763674,5.401500225067139
2020-07-14,100440.0,11.600000381469727,8.859999656677246,5.366799831390381
2020-07-15,101791.0,11.539999961853027,8.989999771118164,5.366948127746582
2020-07-16,100553.0,11.279999732971193,8.829999923706055,5.330699920654297
2020-07-20,104426.0,11.4399995803833,8.819999694824219,5.327700138092041
2020-07-21,104310.0,11.460000038146973,9.18000030517578,5.1697998046875
2020-07-22,104290.0,11.579999923706055,9.300000190734863,5.118100166320801
2020-07-23,102293.0,11.289999961853027,8.960000038146973,5.210599899291992
2020-07-27,104477.0,11.90999984741211,9.300000190734863,5.1414217948913565
2020-07-28,104109.0,11.739999771118164,9.140000343322754,5.152299880981445
2020-07-29,105605.0,12.09000015258789,9.270000457763672,5.168799877166748
2020-07-30,105009.0,11.850000381469727,9.079999923706056,5.153900146484375
2020-08-03,102830.0,11.420000076293945,8.390000343322754,5.318699836730957
2020-08-04,101216.0,11.489999771118164,8.420000076293945,5.290200233459473
2020-08-05,102802.0,11.760000228881836,8.930000305175781,5.290900230407715
2020-08-06,104126.0,11.529999732971193,8.890000343322754,5.331299781799316
2020-08-10,103444.0,11.359999656677244,8.829999923706055,5.480500221252441
2020-08-11,102174.0,11.170000076293944,8.779999732971191,5.38040018081665
2020-08-12,102118.0,11.3100004196167,8.789999961853027,5.434999942779541
2020-08-13,100461.0,11.279999732971193,8.689999580383299,5.367000102996826
2020-08-17,99595.0,11.359999656677244,8.449999809265138,5.508299827575684
2020-08-18,102065.0,11.600000381469727,8.659999847412111,5.465400218963623
2020-08-19,100854.0,11.31999969482422,8.520000457763674,5.5563998222351065
2020-08-20,101468.0,11.380000114440918,8.380000114440918,5.555900096893311
2020-08-24,102298.0,11.300000190734865,8.449999809265138,5.610599994659424
2020-08-25,102118.0,11.220000267028807,8.489999771118164,5.507400035858153
2020-08-26,100627.0,11.050000190734863,8.119999885559082,5.607200145721436
2020-08-27,100624.0,10.93000030517578,8.180000305175781,5.568699836730957
2020-08-31,99369.0,11.0,8.170000076293945,5.490900039672852
2020-09-01,102168.0,11.5,8.680000305175781,5.397299766540527
2020-09-02,101911.0,11.43000030517578,8.699999809265138,5.338699817657472
2020-09-03,100721.0,11.239999771118164,8.800000190734863,5.289899826049805
2020-09-08,100050.0,11.039999961853027,8.399999618530272,5.360599994659424
2020-09-09,101292.0,11.31999969482422,8.659999847412111,5.308499813079834
2020-09-10,98835.0,11.079999923706056,8.340000152587889,5.320499897003174
2020-09-14,100275.0,11.75,8.279999732971191,5.26830005645752
2020-09-15,100298.0,11.84000015258789,8.270000457763674,5.2743000984191895
2020-09-16,99676.0,11.59000015258789,8.420000076293945,5.236000061035156
2020-09-17,100098.0,11.880000114440918,8.579999923706055,5.237800121307373
2020-09-21,96991.0,11.130000114440918,7.889999866485597,5.412600040435791
2020-09-22,97294.0,10.640000343322754,7.8400001525878915,5.469900131225586
2020-09-23,95735.0,10.649999618530273,7.460000038146973,5.592400074005127
2020-09-24,97012.0,10.699999809265137,7.630000114440918,5.508399963378906
2020-09-28,94666.0,10.489999771118164,7.199999809265138,5.660200119018555
2020-09-29,93580.0,10.40999984741211,6.989999771118164,5.630499839782715
2020-09-30,94603.0,10.579999923706056,7.119999885559082,5.608399868011475
2020-10-01,95479.0,10.40999984741211,7.070000171661378,5.642000198364258
2020-10-05,96089.0,10.75,7.210000038146973,5.573400020599365
2020-10-06,95615.0,10.5,7.170000076293945,5.593800067901611
2020-10-07,95526.0,10.75,7.110000133514403,5.611299991607666
2020-10-08,97920.0,11.050000190734863,7.380000114440918,5.598599910736084
2020-10-13,98503.0,11.210000038146973,7.230000019073486,5.56850004196167
2020-10-14,99334.0,11.34000015258789,7.1500000953674325,5.590499877929688
2020-10-15,99054.0,11.18000030517578,7.010000228881836,5.611199855804443
2020-10-19,98658.0,11.130000114440918,6.960000038146973,5.605599880218506
2020-10-20,100540.0,11.09000015258789,7.230000019073486,5.6041998863220215
2020-10-21,100552.0,11.260000228881836,7.190000057220459,5.607800006866455
2020-10-22,101918.0,11.300000190734865,7.449999809265138,5.591300010681152
2020-10-26,101017.0,11.140000343322754,7.190000057220459,5.616199970245361
2020-10-27,99606.0,11.039999961853027,6.980000019073486,5.622700214385986
2020-10-28,95369.0,10.529999732971193,6.46999979019165,5.7052001953125
2020-10-29,96582.0,10.770000457763672,6.690000057220459,5.744900226593018
2020-10-30,93952.0,10.56999969482422,6.630000114440918,5.7778000831604
2020-11-03,95587.0,10.989999771118164,6.880000114440918,5.741099834442139
2020-11-04,97811.0,10.84000015258789,6.96999979019165,5.754899978637695
2020-11-05,100774.0,11.329999923706055,7.190000057220459,5.6630001068115225
2020-11-06,100799.0,11.770000457763672,7.369999885559082,5.523399829864502
2020-11-09,103913.0,11.800000190734865,8.189999580383299,5.36269998550415
2020-11-10,105351.0,11.729999542236328,8.789999961853027,5.384699821472168
2020-11-11,104532.0,11.84000015258789,8.779999732971191,5.413899898529053
2020-11-12,102175.0,11.489999771118164,8.279999732971191,5.389999866485597
2020-11-13,104512.0,11.68000030517578,8.529999732971191,5.456699848175049
2020-11-16,106430.0,12.0600004196167,8.84000015258789,5.456999778747559
2020-11-17,107229.0,12.5600004196167,9.119999885559082,5.414899826049805
2020-11-18,106483.0,12.399999618530273,9.06999969482422,5.327199935913086
2020-11-19,106517.0,12.760000228881836,9.199999809265137,5.361700057983398
2020-11-23,107379.0,13.1899995803833,9.350000381469727,5.378099918365479
2020-11-24,109786.0,14.010000228881836,10.0,5.440599918365479
2020-11-25,110133.0,14.300000190734865,10.029999732971193,5.372600078582764
2020-11-27,110575.0,14.729999542236328,9.9399995803833,5.3352999687194815
2020-11-30,108888.0,14.5600004196167,9.56999969482422,5.34250020980835
2020-12-01,111335.0,15.640000343322756,10.100000381469727,5.331099987030028
2020-12-02,111814.0,15.329999923706055,10.1899995803833,5.204899787902832
2020-12-03,112919.0,15.34000015258789,10.550000190734863,5.216300010681152
2020-12-04,113682.0,16.049999237060547,10.920000076293944,5.151000022888184
2020-12-07,113625.0,16.280000686645508,10.770000457763672,5.154399871826172
2020-12-08,113571.0,16.190000534057614,10.630000114440918,5.098299980163574
2020-12-09,112722.0,16.09000015258789,10.5600004196167,5.119699954986572
2020-12-10,114992.0,17.0,11.260000228881836,5.169700145721436
2020-12-11,115323.0,16.860000610351562,11.130000114440918,5.024199962615967
2020-12-14,114975.0,16.459999084472653,10.899999618530273,5.064199924468994
2020-12-15,116146.0,16.670000076293945,11.140000343322754,5.117700099945068
2020-12-16,117947.0,16.940000534057614,11.289999961853027,5.0788841247558585
2020-12-17,118157.0,17.229999542236328,11.369999885559082,5.083199977874756
2020-12-18,117679.0,17.370000839233402,11.289999961853027,5.056900024414063
2020-12-21,116016.0,17.0,10.760000228881836,5.100599765777588
2020-12-22,116348.0,16.799999237060547,10.829999923706056,5.118937969207764
2020-12-23,117857.0,16.829999923706055,10.9399995803833,5.1566548347473145
2020-12-28,119051.0,16.729999542236328,10.989999771118164,5.2153000831604
2020-12-29,119475.0,16.84000015258789,11.050000190734863,5.2459001541137695
2020-12-30,119306.0,16.950000762939453,11.210000038146973,5.208600044250488
2021-01-04,118558.0,17.399999618530273,11.1899995803833,5.19189977645874
2021-01-05,119223.0,17.690000534057614,11.520000457763672,5.295300006866455
2021-01-06,119851.0,18.15999984741211,11.619999885559082,5.28410005569458
2021-01-07,121956.0,18.93000030517578,11.6899995803833,5.3129000663757315
2021-01-08,125077.0,18.920000076293945,11.6899995803833,5.40880012512207
